,source,target,weight,confidence
11921,STAT1,ELF1,0.5,B
11922,STAT1,ELL,0.5,B
11923,STAT1,ELMO1,0.5,B
11924,STAT1,EMC2,0.5,B
11925,STAT1,ENPP2,0.5,B
11926,STAT1,ECE1,0.5,B
11927,SPI1,ST8SIA1,0.5,B
11928,STAT1,ATP8B4,0.5,B
11929,STAT1,ATP11C,0.5,B
11930,SPI1,TRAK1,0.5,B
11931,SPI1,TRAPPC9,0.5,B
11932,SPI1,TRIO,0.5,B
11933,SPI1,TSPAN14,0.5,B
11934,SPI1,UBE2E1,0.5,B
11935,SPI1,UCP2,0.5,B
11936,SPI1,USP10,0.5,B
11937,SPI1,UST,0.5,B
11938,SPI1,UVRAG,0.5,B
11939,SPI1,VAV3,0.5,B
11940,SPI1,TNS3,0.5,B
11941,SPI1,VCL,0.5,B
11942,SPI1,VPS13B,0.5,B
11943,SPI1,VPS13D,0.5,B
11944,SPI1,WIPF1,0.5,B
11945,SPI1,WNK1,0.5,B
11946,SPI1,XYLT1,0.5,B
11947,SPI1,ZBTB16,0.5,B
11948,SPI1,ZBTB20,0.5,B
11949,SPI1,ZDHHC14,0.5,B
11950,SPI1,ZEB2,0.5,B
11951,SPI1,ZMIZ1,0.5,B
11952,SPI1,VNN2,0.5,B
11953,SPI1,ZNF365,0.5,B
11954,SPI1,TNS1,0.5,B
11955,SPI1,TNFAIP8,0.5,B
11956,SPI1,STIM1,0.5,B
11957,SPI1,STK10,0.5,B
11958,SPI1,SVIL,0.5,B
11959,SPI1,SYNE1,0.5,B
11960,SPI1,SYNJ2,0.5,B
11961,SPI1,TACC1,0.5,B
11962,SPI1,TAOK3,0.5,B
11963,SPI1,TBC1D1,0.5,B
11964,SPI1,TBC1D5,0.5,B
11965,SPI1,TBL1XR1,0.5,B
11966,SPI1,TNRC6B,0.5,B
11967,SPI1,TCF12,0.5,B
11968,SPI1,TCF7L2,0.5,B
11969,SPI1,THADA,0.5,B
11970,SPI1,TIAM1,0.5,B
11971,SPI1,TIAM2,0.5,B
11972,SPI1,TLE3,0.5,B
11973,SPI1,TLE4,0.5,B
11974,SPI1,TLK1,0.5,B
11975,SPI1,TMEM131,0.5,B
11976,SPI1,TMEM131L,0.5,B
11977,SPI1,TMEM163,0.5,B
11978,SPI1,TCF4,0.5,B
11979,STAT1,ATP6V0A1,0.5,B
11980,SPIB,KLHL6,0.5,B
11981,SREBF1,MID1IP1,0.5,B
11982,STAT1,AHNAK,0.5,B
11983,STAT1,AK2,0.5,B
11984,STAT1,AKAP13,0.5,B
11985,STAT1,ALCAM,0.5,B
11986,STAT1,ALDH1A2,0.5,B
11987,STAT1,AMPD3,0.5,B
11988,STAT1,ANKRD44,0.5,B
11989,STAT1,ANXA1,0.5,B
11990,ZNF263,GAK,0.5,B
11991,STAT1,AP3D1,0.5,B
11992,ZNF263,GLI2,0.5,B
11993,STAT1,AP3S2,0.5,B
11994,STAT1,ARHGAP15,0.5,B
11995,STAT1,ARHGAP25,0.5,B
11996,STAT1,ARHGAP26,0.5,B
11997,STAT1,ARHGEF10L,0.5,B
11998,STAT1,ARHGEF2,0.5,B
11999,STAT1,ARHGEF3,0.5,B
12000,STAT1,ARID1A,0.5,B
12001,STAT1,ARID5B,0.5,B
12002,STAT1,ARSG,0.5,B
12003,STAT1,ASAP1,0.5,B
12004,STAT1,APOL6,0.5,B
12005,SREBF1,ARFIP2,0.5,B
12006,STAT1,AFF1,0.5,B
12007,STAT1,ACTB,0.5,B
12008,SREBF2,DNM2,0.5,B
12009,SREBF2,DPP9,0.5,B
12010,SREBF2,TKT,0.5,B
12011,SREBF2,TRAPPC9,0.5,B
12012,SRF,ACTN1,0.5,B
12013,SRF,ASB2,0.5,B
12014,SRF,EGR2,0.5,B
12015,SRF,KCNH2,0.5,B
12016,SRF,KLF7,0.5,B
12017,SRF,LPP,0.5,B
12018,STAT1,ADCY7,0.5,B
12019,SRF,MYH9,0.5,B
12020,SRF,PRUNE2,0.5,B
12021,SRF,SORBS1,0.5,B
12022,SRF,SVIL,0.5,B
12023,SRF,TPM1,0.5,B
12024,SRF,TPM4,0.5,B
12025,SRF,VCL,0.5,B
12026,SRF,WDR1,0.5,B
12027,SRF,WWTR1,0.5,B
12028,STAT1,AAK1,0.5,B
12029,STAT1,ACSL5,0.5,B
12030,SRF,PPP1R12A,0.5,B
12031,STAT1,GLIPR2,0.5,B
12032,SPI1,DST,0.5,B
12033,SPI1,DOCK4,0.5,B
12034,SOX2,DPP10,0.5,B
12035,SOX2,DPYD,0.5,B
12036,SOX2,DTNA,0.5,B
12037,SOX2,EBF1,0.5,B
12038,SOX2,EFNA5,0.5,B
12039,SOX2,EGFEM1P,0.5,B
12040,SOX2,EGLN3,0.5,B
12041,SOX2,EIF4G3,0.5,B
12042,SOX2,ELMO1,0.5,B
12043,SOX2,ELP4,0.5,B
12044,SOX2,DOCK4,0.5,B
12045,SOX2,EMSY,0.5,B
12046,SOX2,EPB41L2,0.5,B
12047,SOX2,EPHA4,0.5,B
12048,SOX2,EPHB1,0.5,B
12049,SOX2,ERBB4,0.5,B
12050,SOX2,ERC1,0.5,B
12051,SOX2,ESRRG,0.5,B
12052,SOX2,ETV1,0.5,B
12053,SOX2,ETV6,0.5,B
12054,SOX2,EXOC4,0.5,B
12055,SOX2,EXOC6B,0.5,B
12056,SOX2,ENAH,0.5,B
12057,SOX2,EXT1,0.5,B
12058,SOX2,DOCK10,0.5,B
12059,SOX2,DMD,0.5,B
12060,SOX2,CLIC5,0.5,B
12061,SOX2,CNTN4,0.5,B
12062,SOX2,CNTNAP2,0.5,B
12063,SOX2,COL12A1,0.5,B
12064,SOX2,COL14A1,0.5,B
12065,SOX2,COL25A1,0.5,B
12066,SOX2,CPNE4,0.5,B
12067,SOX2,CREB5,0.5,B
12068,SOX2,CSMD1,0.5,B
12069,SOX2,CSMD3,0.5,B
12070,SOX2,DNAH14,0.5,B
12071,SOX2,CTNNA2,0.5,B
12072,SOX2,DAAM1,0.5,B
12073,SOX2,DAB1,0.5,B
12074,SOX2,DCC,0.5,B
12075,SOX2,DCLK2,0.5,B
12076,SOX2,DENND1A,0.5,B
12077,SOX2,DGKB,0.5,B
12078,SOX2,DIAPH3,0.5,B
12079,SOX2,DIS3L2,0.5,B
12080,SOX2,DLG1,0.5,B
12081,SOX2,DLG2,0.5,B
12082,SOX2,CTNND2,0.5,B
12083,SOX2,CLASP2,0.5,B
12084,SOX2,FAM13A,0.5,B
12085,SOX2,FGD4,0.5,B
12086,SOX2,LARGE1,0.5,B
12087,SOX2,LDB2,0.5,B
12088,SOX2,LPP,0.5,B
12089,SOX2,LRBA,0.5,B
12090,SOX2,LRIG1,0.5,B
12091,SOX2,LRP1B,0.5,B
12092,SOX2,LRRC7,0.5,B
12093,SOX2,LSAMP,0.5,B
12094,SOX2,MACROD2,0.5,B
12095,SOX2,MAGI1,0.5,B
12096,SOX2,KDM4C,0.5,B
12097,SOX2,MAGI2,0.5,B
12098,SOX2,MAP1B,0.5,B
12099,SOX2,MAPK10,0.5,B
12100,SOX2,MBD5,0.5,B
12101,SOX2,MCC,0.5,B
12102,SOX2,MCTP1,0.5,B
12103,SOX2,MECOM,0.5,B
12104,SOX2,MEGF10,0.5,B
12105,SOX2,MMRN1,0.5,B
12106,SOX2,MSI2,0.5,B
12107,SOX2,MYO10,0.5,B
12108,SOX2,MAML2,0.5,B
12109,SOX2,ARB2A,0.5,B
12110,SOX2,KCNMB2,0.5,B
12111,SOX2,KALRN,0.5,B
12112,SOX2,FGGY,0.5,B
12113,SOX2,FHOD3,0.5,B
12114,SOX2,FILIP1L,0.5,B
12115,SOX2,FNDC3B,0.5,B
12116,SOX2,FOXP1,0.5,B
12117,SOX2,FOXP2,0.5,B
12118,SOX2,FRMD4A,0.5,B
12119,SOX2,GALNTL6,0.5,B
12120,SOX2,GRIA1,0.5,B
12121,SOX2,GRIK2,0.5,B
12122,SOX2,KCNIP4,0.5,B
12123,SOX2,GTDC1,0.5,B
12124,SOX2,HDAC4,0.5,B
12125,SOX2,HDAC9,0.5,B
12126,SOX2,HIVEP2,0.5,B
12127,SOX2,HIVEP3,0.5,B
12128,SOX2,HMCN1,0.5,B
12129,SOX2,IMMP2L,0.5,B
12130,SOX2,INPP4B,0.5,B
12131,SOX2,IQCH,0.5,B
12132,SOX2,ITPR2,0.5,B
12133,SOX2,JMJD1C,0.5,B
12134,ZNF263,HSPG2,0.5,B
12135,SOX2,NAALADL2,0.5,B
12136,SOX2,CLASP1,0.5,B
12137,SOX2,CHD9,0.5,B
12138,RUNX1,VPS13D,0.5,B
12139,RUNX1,XYLT1,0.5,B
12140,RUNX1,ZBTB16,0.5,B
12141,RUNX1,ZBTB7C,0.5,B
12142,RUNX1,ZEB2,0.5,B
12143,RUNX1,ZMIZ1,0.5,B
12144,RUNX1,ZNRF1,0.5,B
12145,RUNX2,ITGBL1,0.5,B
12146,RUNX2,PSD3,0.5,B
12147,RUNX3,CIITA,0.5,B
12148,RUNX1,VAV3,0.5,B
12149,RUNX3,CYTIP,0.5,B
12150,RUNX3,FYN,0.5,B
12151,RUNX3,TCF7,0.5,B
12152,RXRA,CPT1A,0.5,B
12153,RXRA,PLIN2,0.5,B
12154,RXRA,RARB,0.5,B
12155,ZNF263,IGSF21,0.5,B
12156,RXRA,SORBS1,0.5,B
12157,RXRA,UBC,0.5,B
12158,SIX2,ZNF423,0.5,B
12159,SMAD1,GDF15,0.5,B
12160,RUNX3,DOCK2,0.5,B
12161,SMAD1,ZEB2,0.5,B
12162,RUNX1,UST,0.5,B
12163,RUNX1,TTC7A,0.5,B
12164,RUNX1,SPTBN1,0.5,B
12165,RUNX1,SRC,0.5,B
12166,RUNX1,SRSF5,0.5,B
12167,RUNX1,SSBP2,0.5,B
12168,RUNX1,STIM1,0.5,B
12169,RUNX1,STIM2,0.5,B
12170,RUNX1,STON2,0.5,B
12171,RUNX1,SYK,0.5,B
12172,RUNX1,TBC1D1,0.5,B
12173,RUNX1,TBC1D14,0.5,B
12174,ZNF263,IQSEC1,0.5,B
12175,RUNX1,TBXAS1,0.5,B
12176,RUNX1,THADA,0.5,B
12177,RUNX1,TIAM1,0.5,B
12178,RUNX1,TIAM2,0.5,B
12179,RUNX1,TLE4,0.5,B
12180,RUNX1,TLK1,0.5,B
12181,RUNX1,TMEM163,0.5,B
12182,RUNX1,TNFSF8,0.5,B
12183,RUNX1,TNRC18,0.5,B
12184,RUNX1,TOX2,0.5,B
12185,RUNX1,TPRG1,0.5,B
12186,TFAP2C,RUNX1,0.5,B
12187,SOX2,CHN2,0.5,B
12188,SMAD3,CMIP,0.5,B
12189,SMAD3,GPRC5A,0.5,B
12190,SOX2,APP,0.5,B
12191,SOX2,ARHGAP24,0.5,B
12192,SOX2,ARHGAP26,0.5,B
12193,SOX2,ARHGAP32,0.5,B
12194,SOX2,ARID5B,0.5,B
12195,SOX2,ASAP1,0.5,B
12196,SOX2,ATRNL1,0.5,B
12197,SOX2,BBS9,0.5,B
12198,SOX2,BHLHE40,0.5,B
12199,SOX2,BMPR1B,0.5,B
12200,SOX2,AP3B1,0.5,B
12201,SOX2,CACNA2D1,0.5,B
12202,SOX2,CADPS2,0.5,B
12203,SOX2,CCDC171,0.5,B
12204,SOX2,CCDC91,0.5,B
12205,SOX2,CDH11,0.5,B
12206,SOX2,CDH18,0.5,B
12207,SOX2,CDH2,0.5,B
12208,SOX2,CDK5RAP2,0.5,B
12209,SOX2,CDKAL1,0.5,B
12210,SOX2,CEMIP2,0.5,B
12211,SOX2,CEP112,0.5,B
12212,SOX2,CACNA2D3,0.5,B
12213,SMAD3,GLIS3,0.5,B
12214,SOX2,ANO2,0.5,B
12215,SOX2,ANKFN1,0.5,B
12216,SMAD3,KIAA1217,0.5,B
12217,SMAD3,MAP4K4,0.5,B
12218,SMAD4,DIP2C,0.5,B
12219,SMAD4,PITX2,0.5,B
12220,SMAD4,SBF2,0.5,B
12221,SMAD4,SMAD6,0.5,B
12222,ZNF263,IGF1R,0.5,B
12223,SOX13,GSN,0.5,B
12224,SOX13,LRP5,0.5,B
12225,SOX2,ABCA13,0.5,B
12226,SOX2,ANKS1B,0.5,B
12227,SOX2,ABCC4,0.5,B
12228,SOX2,ADAMTSL1,0.5,B
12229,SOX2,ADGRB3,0.5,B
12230,SOX2,ADGRL2,0.5,B
12231,SOX2,ADGRL3,0.5,B
12232,SOX2,AFF3,0.5,B
12233,SOX2,AGAP1,0.5,B
12234,SOX2,AKAP6,0.5,B
12235,SOX2,ALCAM,0.5,B
12236,SOX2,ALK,0.5,B
12237,SOX2,ANGPT1,0.5,B
12238,SOX2,ABI3BP,0.5,B
12239,SPI1,DPYSL2,0.5,B
12240,SOX2,NAV2,0.5,B
12241,SOX2,NBEA,0.5,B
12242,SPI1,AFF1,0.5,B
12243,SPI1,AHCYL2,0.5,B
12244,SPI1,AIF1,0.5,B
12245,SPI1,AK5,0.5,B
12246,SPI1,AKAP13,0.5,B
12247,SPI1,ALOX5AP,0.5,B
12248,SPI1,AMPD3,0.5,B
12249,SPI1,ANK3,0.5,B
12250,SPI1,ANKRD11,0.5,B
12251,SPI1,ANO10,0.5,B
12252,SPI1,ADRB2,0.5,B
12253,SPI1,ARAP1,0.5,B
12254,SPI1,ARHGAP22,0.5,B
12255,SPI1,ARHGAP24,0.5,B
12256,SPI1,ARHGAP25,0.5,B
12257,SPI1,ARHGAP26,0.5,B
12258,SPI1,ARHGEF3,0.5,B
12259,SPI1,ARID5B,0.5,B
12260,ESR2,ZBTB40,0.5,B
12261,SPI1,ASAP1,0.5,B
12262,SPI1,ATP6V0D1,0.5,B
12263,SPI1,ATP8B4,0.5,B
12264,SPI1,ARHGAP15,0.5,B
12265,SPI1,ATXN1,0.5,B
12266,SPI1,ADD3,0.5,B
12267,SPI1,ADAP2,0.5,B
12268,SOX2,ZFPM2,0.5,B
12269,SOX2,ZMIZ1,0.5,B
12270,SOX2,ZNF385B,0.5,B
12271,SOX2,ZNF407,0.5,B
12272,SOX2,ZNF536,0.5,B
12273,SOX6,CPED1,0.5,B
12274,TAL1,SOX6,0.5,B
12275,ZNF263,HPCAL1,0.5,B
12276,SP1,CPS1,0.5,B
12277,SP1,HOOK2,0.5,B
12278,SPI1,ADCY7,0.5,B
12279,SP1,ITGB1,0.5,B
12280,SP1,KCNMA1,0.5,B
12281,SP1,MXI1,0.5,B
12282,SP1,RUNX1,0.5,B
12283,SP1,TBC1D14,0.5,B
12284,ZNF263,HK1,0.5,B
12285,SP2,RFX1,0.5,B
12286,SP2,ZNF213,0.5,B
12287,SP4,RNF38,0.5,B
12288,SP4,ZNF131,0.5,B
12289,SPI1,AAK1,0.5,B
12290,SP1,JUP,0.5,B
12291,SOX2,ZFAND3,0.5,B
12292,SPI1,AUTS2,0.5,B
12293,SPI1,BCAR3,0.5,B
12294,ZNF263,HDAC4,0.5,B
12295,SPI1,CRYBG1,0.5,B
12296,SPI1,CTIF,0.5,B
12297,SPI1,CUEDC1,0.5,B
12298,SPI1,CUX1,0.5,B
12299,SPI1,CUX2,0.5,B
12300,ZNF263,GSN,0.5,B
12301,SPI1,CYRIA,0.5,B
12302,SPI1,CYRIB,0.5,B
12303,SPI1,CYTH1,0.5,B
12304,SPI1,CREB5,0.5,B
12305,SPI1,CYTH4,0.5,B
12306,SPI1,DAAM1,0.5,B
12307,SPI1,DAPK1,0.5,B
12308,SPI1,DENND3,0.5,B
12309,SPI1,DGKG,0.5,B
12310,SPI1,DHRS9,0.5,B
12311,SPI1,DMXL2,0.5,B
12312,SPI1,DNAJB12,0.5,B
12313,SPI1,DNM2,0.5,B
12314,SPI1,DOCK10,0.5,B
12315,SPI1,DOCK2,0.5,B
12316,SPI1,CYTIP,0.5,B
12317,SPI1,BAZ2B,0.5,B
12318,SPI1,CREB1,0.5,B
12319,SPI1,CORO1A,0.5,B
12320,SPI1,BCL2A1,0.5,B
12321,SPI1,BCOR,0.5,B
12322,SPI1,CAMK2D,0.5,B
12323,SPI1,CAP1,0.5,B
12324,SPI1,CAPZB,0.5,B
12325,SPI1,CBLB,0.5,B
12326,SPI1,CCDC88C,0.5,B
12327,SPI1,CD180,0.5,B
12328,SPI1,CD37,0.5,B
12329,ZNF263,HDAC5,0.5,B
12330,SPI1,CORO1C,0.5,B
12331,SPI1,CD82,0.5,B
12332,SPI1,CDC42EP3,0.5,B
12333,SPI1,CDK5RAP2,0.5,B
12334,SPI1,CDYL,0.5,B
12335,SPI1,CEMIP2,0.5,B
12336,SPI1,CHD9,0.5,B
12337,SPI1,CHN2,0.5,B
12338,SPI1,CHST11,0.5,B
12339,SPI1,CHST15,0.5,B
12340,SPI1,CMKLR1,0.5,B
12341,SPI1,COLGALT2,0.5,B
12342,SPI1,CD84,0.5,B
12343,SOX2,NAV3,0.5,B
12344,SOX2,ZEB2,0.5,B
12345,SOX2,ZBTB20,0.5,B
12346,SOX2,PLCL1,0.5,B
12347,SOX2,PLXNA2,0.5,B
12348,SOX2,PMP2,0.5,B
12349,SOX2,POLR3B,0.5,B
12350,SOX2,PPARGC1A,0.5,B
12351,SOX2,PRDM5,0.5,B
12352,SOX2,PRKG1,0.5,B
12353,SOX2,PRR16,0.5,B
12354,SOX2,PRUNE2,0.5,B
12355,SOX2,PTPRD,0.5,B
12356,SOX2,PLCB4,0.5,B
12357,SOX2,PTPRM,0.5,B
12358,SOX2,RAD51B,0.5,B
12359,SOX2,RALGAPA2,0.5,B
12360,SOX2,RANBP17,0.5,B
12361,SOX2,RAPGEF2,0.5,B
12362,SOX2,RBMS3,0.5,B
12363,SOX2,RERE,0.5,B
12364,SOX2,ROBO1,0.5,B
12365,SOX2,ROBO2,0.5,B
12366,SOX2,RORB,0.5,B
12367,SOX2,RPS6KC1,0.5,B
12368,SOX2,RABGAP1L,0.5,B
12369,SOX2,RYR3,0.5,B
12370,SOX2,PLCB1,0.5,B
12371,SOX2,PHLPP1,0.5,B
12372,SOX2,NEDD4L,0.5,B
12373,SOX2,NLGN1,0.5,B
12374,SOX2,NPAS3,0.5,B
12375,SOX2,NRG1,0.5,B
12376,SOX2,NRP2,0.5,B
12377,SOX2,NRXN1,0.5,B
12378,SOX2,NRXN3,0.5,B
12379,SOX2,NTM,0.5,B
12380,SOX2,NTNG1,0.5,B
12381,SOX2,OFCC1,0.5,B
12382,SOX2,PIEZO2,0.5,B
12383,SOX2,OLA1,0.5,B
12384,SOX2,PACRG,0.5,B
12385,SOX2,PALLD,0.5,B
12386,SOX2,PAM,0.5,B
12387,SOX2,PARD3B,0.5,B
12388,SOX2,PBX3,0.5,B
12389,SOX2,PCLO,0.5,B
12390,SOX2,PDE4B,0.5,B
12391,SOX2,PDE4D,0.5,B
12392,SOX2,PDLIM5,0.5,B
12393,SOX2,PHACTR1,0.5,B
12394,SOX2,OPCML,0.5,B
12395,SOX2,ZCCHC7,0.5,B
12396,SOX2,RUNX1,0.5,B
12397,SOX2,SAMD12,0.5,B
12398,SOX2,TENM4,0.5,B
12399,SOX2,THADA,0.5,B
12400,SOX2,THSD7A,0.5,B
12401,SOX2,THSD7B,0.5,B
12402,SOX2,TLE4,0.5,B
12403,SOX2,TLK1,0.5,B
12404,SOX2,TMTC2,0.5,B
12405,SOX2,TNS3,0.5,B
12406,SOX2,TRAPPC9,0.5,B
12407,SOX2,TRIM2,0.5,B
12408,SOX2,TENM3,0.5,B
12409,SOX2,TRIO,0.5,B
12410,SOX2,TRPC4,0.5,B
12411,SOX2,TRPM3,0.5,B
12412,SOX2,TRPS1,0.5,B
12413,SOX2,TTC28,0.5,B
12414,SOX2,VGLL4,0.5,B
12415,SOX2,VMP1,0.5,B
12416,SOX2,VPS13B,0.5,B
12417,SOX2,VPS13D,0.5,B
12418,SOX2,WDFY3,0.5,B
12419,SOX2,XPR1,0.5,B
12420,SOX2,TRIP12,0.5,B
12421,SOX2,RYR2,0.5,B
12422,SOX2,TEAD1,0.5,B
12423,SOX2,SYT1,0.5,B
12424,SOX2,SBF2,0.5,B
12425,SOX2,SDC2,0.5,B
12426,SOX2,SDK1,0.5,B
12427,SOX2,SEMA3A,0.5,B
12428,SOX2,SEMA3C,0.5,B
12429,SOX2,SEMA3D,0.5,B
12430,SOX2,SHANK2,0.5,B
12431,SOX2,SIPA1L2,0.5,B
12432,SOX2,SKAP2,0.5,B
12433,SOX2,SLC22A23,0.5,B
12434,SOX2,TBCK,0.5,B
12435,SOX2,SLC44A3,0.5,B
12436,SOX2,SLCO3A1,0.5,B
12437,SOX2,SLIT3,0.5,B
12438,SOX2,SORBS1,0.5,B
12439,SOX2,SORBS2,0.5,B
12440,SOX2,SORCS1,0.5,B
12441,SOX2,SOX5,0.5,B
12442,SOX2,SOX6,0.5,B
12443,SOX2,SPAG9,0.5,B
12444,SOX2,SPOCK1,0.5,B
12445,SOX2,STXBP6,0.5,B
12446,SOX2,SLC8A1,0.5,B
12447,SPI1,BMAL1,0.5,B
12448,HIF1A,VGLL4,0.5,B
12449,AR,TPRG1,0.5,B
12450,EGR1,PATZ1,0.5,B
12451,EGR1,PARD6B,0.5,B
12452,ARNT,ANGPT1,0.5,B
12453,EGR1,PACSIN2,0.5,B
12454,EGR1,P3H3,0.5,B
12455,CUX1,EEF2,0.5,B
12456,EPAS1,CUX1,0.5,B
12457,FOXA1,CUX1,0.5,B
12458,EGR1,OLFM2,0.5,B
12459,EGR1,OAZ1,0.5,B
12460,EGR1,NUMBL,0.5,B
12461,EGR1,PC,0.5,B
12462,EGR1,NTMT1,0.5,B
12463,EGR1,NRARP,0.5,B
12464,RUNX1,CUX1,0.5,B
12465,EGR1,NR4A2,0.5,B
12466,EGR1,NPAS1,0.5,B
12467,EGR1,NOTCH3,0.5,B
12468,EGR1,NOL4L,0.5,B
12469,EGR1,NINJ1,0.5,B
12470,EGR1,NFYA,0.5,B
12471,CREM,GPCPD1,0.5,B
12472,EGR1,NFKB2,0.5,B
12473,EGR1,NFIC,0.5,B
12474,CREM,PDE4A,0.5,B
12475,EGR1,PCBP1,0.5,B
12476,EGR1,PDE4A,0.5,B
12477,EGR1,PDE8A,0.5,B
12478,CTCF,ZNF185,0.5,B
12479,CTCF,ZNF329,0.5,B
12480,CTCF,ZNF365,0.5,B
12481,CTCF,ZNF398,0.5,B
12482,EGR1,PPP1R18,0.5,B
12483,CTCF,ZNF407,0.5,B
12484,CTCF,ZNF423,0.5,B
12485,MYB,PDCD4,0.5,B
12486,EGR1,PPM1B,0.5,B
12487,EGR1,PPFIA3,0.5,B
12488,CTCF,ABCA13,0.5,B
12489,EGR1,PNPLA6,0.5,B
12490,EGR1,PNKD,0.5,B
12491,EGR1,PLXNB2,0.5,B
12492,EGR1,PLEKHG5,0.5,B
12493,EGR1,PLEC,0.5,B
12494,EGR1,PKMYT1,0.5,B
12495,EGR1,PKM,0.5,B
12496,EGR1,PISD,0.5,B
12497,EGR1,PIEZO1,0.5,B
12498,EGR1,PHLDB1,0.5,B
12499,EGR1,PHF21A,0.5,B
12500,EGR1,PHF19,0.5,B
12501,EGR1,PFKFB3,0.5,B
12502,EGR1,PDXK,0.5,B
12503,EGR1,NFIB,0.5,B
12504,EGR1,NFIA,0.5,B
12505,EGR1,NFE2L2,0.5,B
12506,EGR1,NFATC1,0.5,B
12507,EGR1,MED15,0.5,B
12508,EGR1,MDGA1,0.5,B
12509,EGR1,MCRIP1,0.5,B
12510,CREB1,SLC9A1,0.5,B
12511,EGR1,MCF2L2,0.5,B
12512,CREB1,RUNX1,0.5,B
12513,EGR1,MAP3K6,0.5,B
12514,EGR1,MAP3K14,0.5,B
12515,EGR1,MAP3K11,0.5,B
12516,EGR1,MAP1LC3B,0.5,B
12517,CREB1,LYN,0.5,B
12518,EGR1,MAD1L1,0.5,B
12519,CREB1,KCNN3,0.5,B
12520,EGR1,MACF1,0.5,B
12521,EGR1,LY6E,0.5,B
12522,EGR1,LTBP4,0.5,B
12523,EGR1,LTBP3,0.5,B
12524,EGR1,LSS,0.5,B
12525,EGR1,LSR,0.5,B
12526,CREB1,CD74,0.5,B
12527,EGR1,LRRC8A,0.5,B
12528,EGR1,LRRC14,0.5,B
12529,EGR1,LMO4,0.5,B
12530,EGR1,LMNA,0.5,B
12531,EGR1,LIG1,0.5,B
12532,EGR1,MEF2D,0.5,B
12533,AR,ZNF407,0.5,B
12534,E2F1,AP2A1,0.5,B
12535,EGR1,MEX3B,0.5,B
12536,EGR1,NEURL1,0.5,B
12537,EGR1,NEDD4L,0.5,B
12538,EGR1,NDUFA4L2,0.5,B
12539,EGR1,NDST1,0.5,B
12540,EGR1,NCOR2,0.5,B
12541,CREB3L1,VEGFA,0.5,B
12542,EGR1,NADK,0.5,B
12543,EGR1,MYO1C,0.5,B
12544,CREB3,PRPF31,0.5,B
12545,CREB3,HM13,0.5,B
12546,EGR1,MROH1,0.5,B
12547,EGR1,MRC2,0.5,B
12548,EGR1,MOV10,0.5,B
12549,EGR1,MNT,0.5,B
12550,EGR1,MKNK2,0.5,B
12551,EGR1,MIDN,0.5,B
12552,EGR1,MIDEAS,0.5,B
12553,EGR1,MICAL3,0.5,B
12554,E2F1,ACAP3,0.5,B
12555,E2F1,AFF1,0.5,B
12556,EGR1,MGRN1,0.5,B
12557,E2F1,ANAPC5,0.5,B
12558,E2F1,ANO10,0.5,B
12559,E2F1,ANXA2,0.5,B
12560,EGR1,MEX3C,0.5,B
12561,E2F1,ANXA2R,0.5,B
12562,EGR1,LFNG,0.5,B
12563,CTCF,ZMIZ1,0.5,B
12564,AR,ZMIZ1,0.5,B
12565,CTCF,TFEB,0.5,B
12566,FOS,STAT3,0.5,B
12567,CTCF,THADA,0.5,B
12568,CTCF,THSD4,0.5,B
12569,AR,CUX2,0.5,B
12570,CTCF,TIAM1,0.5,B
12571,CTCF,TIAM2,0.5,B
12572,AR,DLG2,0.5,B
12573,CTCF,TIPRL,0.5,B
12574,CTCF,TLE3,0.5,B
12575,CTCF,TLL2,0.5,B
12576,CTCF,TENM4,0.5,B
12577,CTCF,TLN2,0.5,B
12578,CTCF,TMEM132B,0.5,B
12579,CTCF,TMEM163,0.5,B
12580,CTCF,TMEM260,0.5,B
12581,CTCF,TNR,0.5,B
12582,AR,ITPR2,0.5,B
12583,AR,ITSN1,0.5,B
12584,CTCF,TNS1,0.5,B
12585,CTCF,TNS3,0.5,B
12586,CTCF,TOM1L2,0.5,B
12587,EGR1,RALGDS,0.5,B
12588,EGR1,RAI1,0.5,B
12589,CTCF,TMEM131L,0.5,B
12590,CTCF,TDRD7,0.5,B
12591,CTCF,TCF7L1,0.5,B
12592,MYC,SMAD3,0.5,B
12593,CTCF,ST3GAL1,0.5,B
12594,EGR1,RARG,0.5,B
12595,EGR1,RARA,0.5,B
12596,EGR1,RAPGEFL1,0.5,B
12597,CTCF,STAG1,0.5,B
12598,CTCF,STK10,0.5,B
12599,CTCF,STK11,0.5,B
12600,CTCF,STK39,0.5,B
12601,CTCF,ABCA4,0.5,B
12602,CTCF,SULF1,0.5,B
12603,CTCF,SULF2,0.5,B
12604,CTCF,SV2B,0.5,B
12605,CTCF,SVIL,0.5,B
12606,CTCF,SYN3,0.5,B
12607,CTCF,SYNE1,0.5,B
12608,CTCF,SYNE2,0.5,B
12609,CTCF,TACC1,0.5,B
12610,CTCF,TACC2,0.5,B
12611,CTCF,TACC3,0.5,B
12612,EGR1,RAP1GAP,0.5,B
12613,CTCF,TAFA5,0.5,B
12614,AHR,VGLL4,0.5,B
12615,CTCF,TBC1D1,0.5,B
12616,AR,AKAP13,0.5,B
12617,CTCF,TCF4,0.5,B
12618,CTCF,TOX2,0.5,B
12619,EGR1,RAD23B,0.5,B
12620,EGR1,RAB40C,0.5,B
12621,CTCF,TPD52,0.5,B
